PassengerId,Survived,Pclass,Sex,SibSp,Parch,Fare,Embarked,FamilySize,Cabin_letter,Name_title,Numeric_ticket,Age_bins
1,0,3,1,0.4313502389523841,-0.4743258521037861,-0.8775909348467548,2,0.057853306636433906,0.5194241290241832,0.41444345420950046,0,-0.48933859741292124
2,1,1,0,0.4313502389523841,-0.4743258521037861,1.3663796257695997,0,0.057853306636433906,-1.9324416269182894,0.9610906809042274,0,0.6717521848826843
3,1,3,0,-0.4751990812099552,-0.4743258521037861,-0.7962812706432292,2,-0.5618043993851286,0.5194241290241832,-1.2254982258746803,0,-0.10230833664771939
4,1,1,0,0.4313502389523841,-0.4743258521037861,1.0667958925628875,2,0.057853306636433906,-1.9324416269182894,0.9610906809042274,1,0.2847219241174825
5,0,3,1,-0.4751990812099552,-0.4743258521037861,-0.7819012502244029,2,-0.5618043993851286,0.5194241290241832,0.41444345420950046,1,0.2847219241174825
6,0,3,1,-0.4751990812099552,-0.4743258521037861,-0.7362771089291719,1,-0.5618043993851286,0.5194241290241832,0.41444345420950046,1,-0.10230833664771939
7,0,1,1,-0.4751990812099552,-0.4743258521037861,1.0428713067036883,2,-0.5618043993851286,-1.1151530416041318,0.41444345420950046,1,1.8328429671782898
8,0,3,1,2.244448879277063,0.7658967435440545,0.14001378858155186,2,1.9168264247011215,0.5194241290241832,-1.7721454525694074,1,-2.0374596404737284
9,1,3,0,-0.4751990812099552,2.006119339191895,-0.4787711687227169,2,0.6775110126579964,0.5194241290241832,0.9610906809042274,1,-0.10230833664771939
10,1,2,0,0.4313502389523841,-0.4743258521037861,0.49342662865673687,0,0.057853306636433906,0.5194241290241832,0.9610906809042274,1,-1.263399118943325
11,1,3,0,0.4313502389523841,0.7658967435440545,-0.08835669011137383,2,0.6775110126579964,-0.2978644562899743,-1.2254982258746803,0,-2.0374596404737284
12,1,1,0,-0.4751990812099552,-0.4743258521037861,0.3690828596951275,2,-0.5618043993851286,-1.9324416269182894,-1.2254982258746803,1,2.219873227943492
13,0,3,1,-0.4751990812099552,-0.4743258521037861,-0.7819012502244029,2,-0.5618043993851286,0.5194241290241832,0.41444345420950046,0,-0.876368858178123
14,0,3,1,0.4313502389523841,5.726787126135417,0.5327403819933432,2,3.1561418367442466,0.5194241290241832,0.41444345420950046,1,0.6717521848826843
15,0,3,0,-0.4751990812099552,-0.4743258521037861,-0.8045157230890057,2,-0.5618043993851286,0.5194241290241832,-1.2254982258746803,1,-1.263399118943325
16,1,2,0,-0.4751990812099552,-0.4743258521037861,-0.13007616899075797,2,-0.5618043993851286,0.5194241290241832,0.9610906809042274,1,1.8328429671782898
17,0,3,1,3.1509981994394023,0.7658967435440545,0.46146538543999793,1,2.536484130722684,0.5194241290241832,-1.7721454525694074,1,-2.0374596404737284
18,1,2,1,-0.4751990812099552,-0.4743258521037861,-0.3308153928167706,2,-0.5618043993851286,0.5194241290241832,0.41444345420950046,1,-0.10230833664771939
19,0,3,0,0.4313502389523841,-0.4743258521037861,-0.015079228381579135,2,0.057853306636433906,0.5194241290241832,0.9610906809042274,1,0.2847219241174825
20,1,3,0,-0.4751990812099552,-0.4743258521037861,-0.8807287424181867,0,-0.5618043993851286,0.5194241290241832,0.9610906809042274,1,-0.10230833664771939
21,0,2,1,-0.4751990812099552,-0.4743258521037861,0.34823343675035595,2,-0.5618043993851286,0.5194241290241832,0.41444345420950046,1,0.2847219241174825
22,1,2,1,-0.4751990812099552,-0.4743258521037861,-0.3308153928167706,2,-0.5618043993851286,-1.5237973342612106,0.41444345420950046,1,0.2847219241174825
23,1,3,0,-0.4751990812099552,-0.4743258521037861,-0.7842802571443457,1,-0.5618043993851286,0.5194241290241832,-1.2254982258746803,1,-1.263399118943325
24,1,1,1,-0.4751990812099552,-0.4743258521037861,0.6599308976078451,2,-0.5618043993851286,-2.7497302122324467,0.41444345420950046,1,-0.10230833664771939
25,0,3,0,2.244448879277063,0.7658967435440545,0.14001378858155186,2,1.9168264247011215,0.5194241290241832,-1.2254982258746803,1,-1.6504293797085268
26,1,3,0,0.4313502389523841,5.726787126135417,0.5363379735647843,2,3.1561418367442466,0.5194241290241832,0.9610906809042274,1,0.6717521848826843
27,0,3,1,-0.4751990812099552,-0.4743258521037861,-0.8807287424181867,0,-0.5618043993851286,0.5194241290241832,0.41444345420950046,1,-0.10230833664771939
28,0,1,1,2.244448879277063,2.006119339191895,2.70565698624984,2,2.536484130722684,-1.9324416269182894,0.41444345420950046,1,-0.876368858178123
29,1,3,0,-0.4751990812099552,-0.4743258521037861,-0.8016005813616583,1,-0.5618043993851286,0.5194241290241832,-1.2254982258746803,1,-0.10230833664771939
30,0,3,1,-0.4751990812099552,-0.4743258521037861,-0.7996694581110643,2,-0.5618043993851286,0.5194241290241832,0.41444345420950046,1,-0.10230833664771939
31,0,1,1,-0.4751990812099552,-0.4743258521037861,0.41211309234884563,0,-0.5618043993851286,0.5194241290241832,-4.505381586043042,0,0.6717521848826843
32,1,1,0,0.4313502389523841,-0.4743258521037861,2.103943988423724,0,0.057853306636433906,-2.341085919575368,0.9610906809042274,0,-0.10230833664771939
33,1,3,0,-0.4751990812099552,-0.4743258521037861,-0.8167553416865435,1,-0.5618043993851286,0.5194241290241832,-1.2254982258746803,1,-0.10230833664771939
34,0,2,1,-0.4751990812099552,-0.4743258521037861,-0.5341955039054616,2,-0.5618043993851286,0.5194241290241832,0.41444345420950046,0,2.9939337494738956
35,0,1,1,0.4313502389523841,-0.4743258521037861,1.5114400628464493,0,0.057853306636433906,0.5194241290241832,0.41444345420950046,0,-0.10230833664771939
36,0,1,1,0.4313502389523841,-0.4743258521037861,1.0455570975193194,2,0.057853306636433906,0.5194241290241832,0.41444345420950046,1,1.058782445647886
37,1,3,1,-0.4751990812099552,-0.4743258521037861,-0.8802009247595483,0,-0.5618043993851286,0.5194241290241832,0.41444345420950046,1,-0.10230833664771939
38,0,3,1,-0.4751990812099552,-0.4743258521037861,-0.7819012502244029,2,-0.5618043993851286,0.5194241290241832,0.41444345420950046,0,-0.48933859741292124
39,0,3,0,1.3378995591147234,-0.4743258521037861,-0.015079228381579135,2,0.6775110126579964,0.5194241290241832,-1.2254982258746803,1,-0.876368858178123
40,1,3,0,0.4313502389523841,-0.4743258521037861,-0.4695751698620864,0,0.057853306636433906,0.5194241290241832,-1.2254982258746803,1,-1.263399118943325
41,0,3,0,0.4313502389523841,-0.4743258521037861,-0.6307164622052618,2,0.057853306636433906,0.5194241290241832,0.9610906809042274,1,0.6717521848826843
42,0,2,0,0.4313502389523841,-0.4743258521037861,0.13649510066617393,2,0.057853306636433906,0.5194241290241832,0.9610906809042274,1,-0.10230833664771939
43,0,3,1,-0.4751990812099552,-0.4743258521037861,-0.7996694581110643,0,-0.5618043993851286,0.5194241290241832,0.41444345420950046,1,-0.10230833664771939
44,1,2,0,0.4313502389523841,2.006119339191895,0.8192079732926797,0,1.297168718679559,0.5194241290241832,-1.2254982258746803,0,-2.0374596404737284
45,1,3,0,-0.4751990812099552,-0.4743258521037861,-0.8016005813616583,1,-0.5618043993851286,0.5194241290241832,-1.2254982258746803,1,-0.876368858178123
46,0,3,1,-0.4751990812099552,-0.4743258521037861,-0.7819012502244029,2,-0.5618043993851286,0.5194241290241832,0.41444345420950046,0,-0.10230833664771939
47,0,3,1,0.4313502389523841,-0.4743258521037861,-0.1609413506274357,1,0.057853306636433906,0.5194241290241832,0.41444345420950046,1,-0.10230833664771939
48,1,3,0,-0.4751990812099552,-0.4743258521037861,-0.8167553416865435,1,-0.5618043993851286,0.5194241290241832,-1.2254982258746803,1,-0.10230833664771939
49,0,3,1,1.3378995591147234,-0.4743258521037861,0.1679318139487397,0,0.6775110126579964,0.5194241290241832,0.41444345420950046,1,-0.10230833664771939
50,0,3,0,0.4313502389523841,-0.4743258521037861,-0.026020143189551145,2,0.057853306636433906,0.5194241290241832,0.9610906809042274,1,-0.876368858178123
51,0,3,1,3.1509981994394023,0.7658967435440545,0.7722221292113017,2,2.536484130722684,0.5194241290241832,-1.7721454525694074,1,-1.6504293797085268
52,0,3,1,-0.4751990812099552,-0.4743258521037861,-0.8108641189026907,2,-0.5618043993851286,0.5194241290241832,0.41444345420950046,0,-0.48933859741292124
53,1,1,0,0.4313502389523841,-0.4743258521037861,1.4414804142989346,0,0.057853306636433906,-1.5237973342612106,0.9610906809042274,0,1.445812706413088
54,1,2,0,0.4313502389523841,-0.4743258521037861,0.34823343675035595,2,0.057853306636433906,0.5194241290241832,0.9610906809042274,1,-0.10230833664771939
55,0,1,1,-0.4751990812099552,0.7658967435440545,1.2239190475345767,0,0.057853306636433906,-2.341085919575368,0.41444345420950046,1,2.606903488708694
56,1,1,1,-0.4751990812099552,-0.4743258521037861,0.6599308976078451,2,-0.5618043993851286,-1.9324416269182894,0.41444345420950046,1,-0.10230833664771939
57,1,2,0,-0.4751990812099552,-0.4743258521037861,-0.5341955039054616,2,-0.5618043993851286,0.5194241290241832,-1.2254982258746803,0,-0.48933859741292124
58,0,3,1,-0.4751990812099552,-0.4743258521037861,-0.8802009247595483,0,-0.5618043993851286,0.5194241290241832,0.41444345420950046,1,-0.10230833664771939
59,1,2,0,0.4313502389523841,2.006119339191895,0.41316371566340315,2,1.297168718679559,0.5194241290241832,-1.2254982258746803,0,-2.0374596404737284
60,0,3,1,4.057547519601742,2.006119339191895,0.9409501199925433,2,3.7757995427658093,0.5194241290241832,-1.7721454525694074,0,-1.263399118943325
61,0,3,1,-0.4751990812099552,-0.4743258521037861,-0.8802009247595483,0,-0.5618043993851286,0.5194241290241832,0.41444345420950046,1,-0.48933859741292124
63,0,1,1,0.4313502389523841,-0.4743258521037861,1.5275269371198643,2,0.057853306636433906,-1.9324416269182894,0.41444345420950046,1,1.058782445647886
64,0,3,1,2.244448879277063,2.006119339191895,0.4185439886957112,2,2.536484130722684,0.5194241290241832,-1.7721454525694074,1,-2.0374596404737284
65,0,1,1,-0.4751990812099552,-0.4743258521037861,0.41211309234884563,0,-0.5618043993851286,0.5194241290241832,0.41444345420950046,0,-0.10230833664771939
66,1,3,1,0.4313502389523841,0.7658967435440545,-0.17699375358284503,0,0.6775110126579964,0.5194241290241832,-1.7721454525694074,1,-0.10230833664771939
67,1,2,0,-0.4751990812099552,-0.4743258521037861,-0.5341955039054616,2,-0.5618043993851286,-0.7065087489470531,0.9610906809042274,0,-0.10230833664771939
68,0,3,1,-0.4751990812099552,-0.4743258521037861,-0.7696020869853838,2,-0.5618043993851286,0.5194241290241832,0.41444345420950046,0,-0.876368858178123
69,1,3,0,3.1509981994394023,2.006119339191895,-0.7962812706432292,2,3.1561418367442466,0.5194241290241832,-1.2254982258746803,1,-0.876368858178123
70,0,3,1,1.3378995591147234,-0.4743258521037861,-0.7141931170822655,2,0.6775110126579964,0.5194241290241832,0.41444345420950046,1,-0.10230833664771939
